Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

Aged Bourbon,,item,Food,newKey,Aged Bourbon,,Gereifter Bourbon
Lamb,,block,Breeding,newKey,Lamb,,Lamm
LambDesc,,block,Breeding,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Young Sheep,,block,Breeding,newKey,Young Sheep,,Jungschaf
YoungSheepDesc,,block,Breeding,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Wild Sheep,,block,Breeding,newKey,Wild Sheep,,Wildes Schaf
WildSheepDesc,,block,Breeding,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Mature Sheep,,block,Breeding,newKey,Mature Sheep,,Schaf
MatureSheepDesc,,block,Breeding,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Brick Planter,,block,Resources,newKey,Brick Planter,,Beet
farmLifeBrickPlanterDesc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Clay\nUnlocked by: [c7b992]Farm Life Lvl3 - Rancher\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Clay\nFreischalten durch: [c7b992]Farm Life Lvl3 - Rancher\n\nBeetblöcke sind dekorative Blöcke. Einmal platziert wirken sie wie fruchtbarer Boden. Sie können Samen darauf legen, um zu wachsen."
Brick Planter 2,,block,Resources,newKey,Brick Planter 2,,Beet 2
farmLifeBrickPlanter2Desc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Clay\nUnlocked by: [c7b992]Farm Life Lvl3 - Rancher\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Clay\nFreischalten durch: [c7b992]Farm Life Lvl3 - Rancher\n\nBeetblöcke sind dekorative Blöcke. Einmal platziert wirken sie wie fruchtbarer Boden. Sie können Samen darauf legen, um zu wachsen."
Brick Planter 3,,block,Resources,newKey,Brick Planter 3,,Beet 3
farmLifeBrickPlanter3Desc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Clay\nUnlocked by: [c7b992]Farm Life Lvl3 - Rancher\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Clay\nFreischalten durch: [c7b992]Farm Life Lvl3 - Rancher\n\nBeetblöcke sind dekorative Blöcke. Einmal platziert wirken sie wie fruchtbarer Boden. Sie können Samen darauf legen, um zu wachsen."
Brick Planter 4,,block,Resources,newKey,Brick Planter 4,,Beet 4
farmLifeBrickPlanter4Desc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Clay\nUnlocked by: [c7b992]Farm Life Lvl3 - Rancher\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Clay\nFreischalten durch: [c7b992]Farm Life Lvl3 - Rancher\n\nBeetblöcke sind dekorative Blöcke. Einmal platziert wirken sie wie fruchtbarer Boden. Sie können Samen darauf legen, um zu wachsen."
Farm Barrel,,block,CTools,newKey,Farm Barrel,,Bauernhof Fass
FarmBarrelDesc,,block,CTools,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Farm Crop Plot,,block,Resources,newKey,Farm Crop Plot,,Acker
farmLifeFarmCropPlotDesc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Wood x10\nRotting Flesh\nPotassiumNitratePowder x5\nClay x10\nUnlocked by: [c7b992]Farm Life\n\nFarm Crop Plots require less materials.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Wood x10\nVerrottendes Fleisch\nKaliumnitratpulver x5\nTon x10\nFreischalten durch: [c7b992]Farm Life\n\nÄcker erfordern weniger Materialien."
Master Crop Plot,,block,Resources,newKey,Master Crop Plot,,Meisteracker
FarmLifeMasterCropPlotDesc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Workstation required to craft.)\nMaterial: [c7b992]\nUnlocked by: [c7b992]Farm Life level 5\n\nMany years of cultivating the earth have provided knowledge to craft Master Crop Plots at a reduced cost in materials.",,"Typ: [c7b992]Advanced Farming [FF684F](Workstation required to craft.)\nMaterial: [c7b992]\nFreischalten durch: [c7b992]Farm Life level 5\n\nViele Jahre der Kultivierung der Erde haben das Wissen zur Verfügung gestellt, um Meisteräcker mit reduzierten Materialkosten herzustellen."
Old Stone Well,,block,Resources,newKey,Old Stone Well,,Alter Steinbrunnen
OldStoneWellDesc,,block,Resources,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Terracotta Planter,,block,Resources,newKey,Terracotta Planter,,Terracottaübertopf
farmLifeTerracottaPlanterDesc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Clay\nUnlocked by: [c7b992]Farm Life Lvl3 - Rancher\n\nTerracotta Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Clay\nFreischalten durch: [c7b992]Farm Life Lvl3 - Rancher\n\nTerracottaübertöpfe sind dekorative Blöcke. Einmal platziert wirken sie wie fruchtbarer Boden. Sie können Samen darauf legen, um zu wachsen."
Wood Planter,,block,Resources,newKey,Terracotta Planter,,Holzübertopf
farmLifeWoodPlanterDesc,,block,Resources,newKey,"Type: [c7b992]Advanced Farming [FF684F](Farm Table required to craft.)\nMaterial: [c7b992]Clay\nUnlocked by: [c7b992]Farm Life Lvl3 - Rancher\n\nWood Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.",,"Typ: [c7b992]Advanced Farming [FF684F](Gärtnertisch zum herstellen benötigt.)\nMaterial: [c7b992]Clay\nFreischalten durch: [c7b992]Farm Life Lvl3 - Rancher\n\nHolzübertöpfe sind dekorative Blöcke. Einmal platziert wirken sie wie fruchtbarer Boden. Sie können Samen darauf legen, um zu wachsen."
Barley Seed,,block,Food,newKey,Barley Seed,,Gerstensamen
farmLifeBarleySeedDesc,,block,Food,newKey,"Type: [c7b992]Barley Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Barley Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Barley Growing 1,,block,Food,newKey,Barley Growing 1,,Gerste (im Anbau)
BarleyGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Barley Plant,,block,Food,newKey,Barley Plant,,Gerstenpflanze
BarleyPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BarleyPlantHarvestPlayer,,block,Food,newKey,BarleyPlantHarvestPlayer,,GerstenpflanzeSpielerernte
farmLifeBarleyDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Basil Seed,,block,Food,newKey,Basil Seed,,Basilikumsamen
farmLifeBasilSeedDesc,,block,Food,newKey,"Type: [c7b992]Basil Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Basil Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Basil Growing 1,,block,Food,newKey, Basil Growing 1,,Basilikum (im Anbau)
BasilGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Basil Plant,,block,Food,newKey,Basil Plant,,Basilikumpflanze
BasilPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BasilPlantHarvestPlayer,,block,Food,newKey,BasilPlantHarvestPlayer,,BasilikumpflanzeSpielerernte
farmLifeBasilDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
Beet Seed,,block,Food,newKey,Beet Seed,,Radieschensamen
farmLifeBeetSeedDesc,,block,Food,newKey,"Type: [c7b992]Beet Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Beet Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Beet Growing 1,,block,Food,newKey,Beet Growing 1,,Radieschen (im Anbau)
BeetGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Beet Plant,,block,Food,newKey,Beet Plant,,Radieschenpflanze
BeetPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BeetPlantHarvestPlayer,,block,Food,newKey,BeetPlantHarvestPlayer,,RadieschenpflanzeSpielerernte
farmLifeBeetDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
BellPepper Seed,recipes,Recipe,KgNone,Bell Pepper Seed,,Paprikasamen
farmLifeBellPepperSeedDesc,,block,Food,newKey,"Type: [c7b992]Bell Pepper Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Bell Pepper Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
BellPepper Growing 1,,block,Food,newKey,BellPepper Growing 1,,Paprika (im Anbau)
BellPepperGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BellPepper Plant,,block,Food,newKey,BellPepper Plant,,Paprikapflanze
BellPepperPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BellPepperPlantHarvestPlayer,,block,Food,newKey,BellPepperPlantHarvestPlayer,,PaprikaSpielerernte
farmLifeBellPepperDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
BitterHops Seed,,item,Food,newKey,Bitter Hops Seed,,Bitterhopfensamen,
farmLifeBitterHopsSeedDesc,,block,Food,newKey,"Type: [c7b992]Bitter Hops Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Bitter Hops Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
BitterHops Growing 1,,block,Food,newKey,BitterHops Growing 1,,Bitterhopfen (im Anbau)
BitterHopsGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BitterHops Plant,,block,Food,newKey,BitterHops Plant,,Bitterhopfenpflanze
BitterHopsPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BitterHopsPlantHarvestPlayer,,block,Food,newKey,BitterHopsPlantHarvestPlayer,,BitterhopfenpflanzeSpielerernte
farmLifeBitterHopsDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
BlackBean Seed,,item,Food,newKey,Black Bean Seed,,Schwarze Bohnensamen,
farmLifeBlackBeanSeedDesc,,block,Food,newKey,"Type: [c7b992]Black Bean Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Black Bean Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
BlackBean Growing 1,,block,Food,newKey,BlackBean Growing 1,,Schwarze Bohnen (im Anbau)
BlackBeanGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BlackBean Plant,,block,Food,newKey,BlackBean Plant,,Schwarze Bohnenpflanze
BlackBeanPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BlackBeanPlantHarvestPlayer,,block,Food,newKey,BlackBeanPlantHarvestPlayer,,SchwarzeBohnenpflanzeSpielerernte
farmLifeBlackBeanDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
BlackPepper Seed,,item,Food,newKey,Black Pepper Seed,,Schwarzer Pfeffer Samen,	
farmLifeBlackPepperSeedDesc,,block,Food,newKey,"Type: [c7b992]Black Pepper Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Black Pepper Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
BlackPepper Growing 1,,block,Food,newKey,BlackPepper Growing 1,,Schwarzer Pfeffer (im Anbau)
BlackPepperGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BlackPepper Plant,,block,Food,newKey,BlackPepper Plant,,Schwarzer Pfefferpflanze
BlackPepperPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BlackPepperPlantHarvestPlayer,,block,Food,newKey,BlackPepperPlantHarvestPlayer,,SchwarzerPfefferpflanzeSpielerErnte
farmLifeBlackPepperDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nAdds necessary flavor to many recipes.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nAdds necessary flavor to many recipes."
Broccoli Seed,,block,Food,newKey,Broccoli Seed,,Brokkolisamen
farmLifeBroccoliSeedDesc,,block,Food,newKey,"Type: [c7b992]Broccoli Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Broccoli Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
Broccoli Growing 1,,block,Food,newKey,Broccoli Growing 1,,Brokkoli (im Anbau)
BroccoliGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
Broccoli Plant,,block,Food,newKey,Broccoli Plant,,Brokkolipflanze
BroccoliPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BroccoliPlantHarvestPlayer,,block,Food,newKey,BroccoliPlantHarvestPlayer,,BrokkoliSpielerernte
farmLifeBroccoliDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
BrusselsSprouts Seed,,item,Food,newKey,Brussels Sprouts Seed,,Rosenkohlsamen,
farmLifeBrusselsSproutsSeedDesc,,block,Food,newKey,"Type: [c7b992]Brussels Sprouts Seeds [FF684F](Farm Life Crop)\nGrown in: [c7b992]Farm Plots/Farm Crop Plots/Master Crop Plots\nUnlocked by: [c7b992]Seed Pack\nUsed in: [c7b992]Farm Life Recipes \n\n These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!",,"Typ: [c7b992]Brussels Sprouts Seeds [FF684F](Farm Life Crop)\nWächst in: [c7b992]Farmgarten/Acker/Meisteracker\nFreischalten durch: [c7b992]Samenpäckchen\nBenutzt in: [c7b992]Farm Life Recipes \n\nDiese Feldfrüchte können von ausgewachsenen Pflanzen geerntet und verwendet werden, um köstliche Mahlzeiten in der Küche zuzubereiten!"
BrusselsSprouts Growing 1,,block,Food,newKey,Brussels Sprouts Growing 1,,Rosenkohl (im Anbau)
BrusselsSproutsGrowing1Desc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BrusselsSprouts Plant,,block,Food,newKey,Brussels Sprouts Plant,,Rosenkohl
BrusselsSproutsPlantDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n"
BrusselsSproutsPlantHarvestPlayer,,block,Food,newKey,BrusselsSproutsPlantHarvestPlayer,,RosenkohlSpielerernte
farmLifeBrusselsSproutsDesc,,block,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen, das dich definitiv gegen die Zombie-Apokalypse antreiben wird."
